#sample_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,2.16,0.1799999999999997,0.0,3.0,0.4117623693019221,0.8690165752571212,0.024553727,0.13315193,0.3362025666897191,0.7600000000000007,0.0055819831124003,0.1272792206135783,0.4117623693019221,0.12440851,0.0,0.0066259089138491,0.0,191.8,5.0,0.3362025666897191,0.4,3.955,34.7633333333,0.0,2.14106759511256,0.64,0.6,0.000131264596989,0.0,0.0,18.54191666666
1,1.16,0.3199999999999998,0.0,4.0,0.1790636689033369,0.5725542725796345,0.020584855,0.34898844,0.3284078784396156,1.0266666666666668,0.0044226795778772,0.2262741699796951,0.1948851557396777,0.33436248,0.0,0.0068089249372471,0.0,116.8,5.0,0.3358483746215705,0.2,1.2874000000000003,33.285,0.0,2.083442019562977,0.32,0.2,0.0008885808262778,0.0,0.4,16.25675
2,1.16,0.0,0.0,3.0,0.4291354791753369,0.8912435620644544,0.0072516006999999985,0.30897567,0.3431231429174544,0.0,0.0078057321943033,0.0,0.4302375790990065,0.28572193,0.0,0.0047516683166441,0.0,86.8,1.0,0.3435524629483605,0.0,0.3939999999999999,31.56,0.0,2.0437534539875544,0.0,0.0,0.0114738159945327,0.0,0.4,15.214166666659994
3,0.6,0.0799999999999996,0.0,7.0,0.3860917565609202,0.8717294949371224,0.0028101283,0.60722834,0.3050208056656447,1.99,0.0056804701516832,0.0565685424949235,0.3865307221864561,0.58774686,0.0,0.0064811622034776,0.0,97.0,5.0,0.3055527446659279,2.4,0.3939999999999999,13.01,0.0,2.1337712504904194,2.88,0.0,0.0003793059907699,0.0,0.4,10.28301724138
4,1.7799999999999998,0.7600000000000001,0.0,5.0,0.1879893511029146,0.5318343170931913,0.050941005,0.15886973,0.3276048610510615,0.6333333333333332,0.0042747789600651,0.5374011537017761,0.2147622179573604,0.14504583,0.0,0.0069862010606225,0.0,152.8,5.0,0.3405288908343331,0.0,2.5748000000000006,24.26,0.0,2.1179429321264767,0.0,0.4,0.0011606386156233,0.0,0.2,15.9205
5,0.0,1.54,0.0,6.0,0.2398326493047819,0.8185978370551733,0.050947584000000004,0.33611646,0.1964143527668795,0.9466666666666668,0.0050660604230856,1.0889444430272832,0.2399422928880105,0.3357717,0.2222222222222222,0.0082998452655988,0.0,135.2,1.0,0.1964962850242021,1.2,1.2874000000000003,90.7225,0.0,2.2024399546921134,1.92,0.2,0.0007309177605818,0.0,0.4,27.950250000000004
6,1.9,0.0,0.0,3.0,0.4913463366737075,0.3389587189459693,0.003616056,0.5191259,0.4010995896950319,0.0,0.0090540809384811,0.0,0.4925599626480461,0.47993296,0.0,0.0278276715917003,0.0,133.6,2.0,0.4019419413142571,0.0,1.2874000000000003,54.23,0.0,2.4629543535489637,0.0,0.2,0.0355819601539669,0.0,0.4,24.99575
7,1.54,0.47,0.2105263157894736,5.0,0.0940107096127594,0.4361594813059127,0.017501758,0.20087856,0.1397729386160934,1.4466666666666659,0.0063664300096862,0.3323401871576773,0.1057618272139227,0.17716534,0.0,0.0018583462260675,0.1291999999999999,116.2,2.0,0.1442610649062699,0.0,1.9862,14.76875,0.0,1.6152266209988508,0.0,0.2,0.0859952850616999,0.1416,0.2,9.72875
8,1.1,0.0699999999999998,0.0,4.0,0.149509964523867,0.6500388198546927,0.021117587,0.40244415,0.2690833251745402,1.4066666666666665,0.0047776308628147,0.0494974746830582,0.162564657446149,0.384185,0.0,0.0032390960809547,0.1968,134.4,5.0,0.2750059901515174,0.8,1.2874000000000003,14.76875,0.0,1.8518300448930891,1.28,0.2,0.008087291685653001,0.2112,0.4,10.95575
9,1.6,0.0,0.0,5.0,0.4394629330123629,0.5392055219125068,0.060054652,0.36232227,0.3588272731200105,0.0,0.0070761311247703,0.0,0.4414008094891929,0.32659027,0.0,0.0160368252486403,0.0,128.2,1.0,0.3601869668952675,0.0,1.2874000000000003,29.2433333333,0.0,2.3561443168679514,0.0,0.2,0.0068214170965825,0.0,0.4,17.826416666660002
10,1.86,1.1,0.0,9.0,0.6026281353674856,0.2620654684237181,0.03302596,0.40240714,0.4846451569590103,1.4199999999999997,0.0099565190021275,0.7778174593052023,0.6035901890131081,0.3955671,0.0,0.0366124855618421,0.0,85.4,3.0000000000000004,0.4838783575295411,2.4,0.3939999999999999,36.8975,0.0,2.5238307901216466,2.88,0.0,0.0701228814200595,0.0,0.4,15.664999999999996
11,1.16,0.2500000000000002,0.0,6.0,0.1821786342358316,0.7103007189695348,0.05107558,0.13807541,0.2166587290517552,1.0133333333333332,0.0067010817646695,0.176776695296637,0.2067799455651374,0.12878343,0.0,0.0036057329104494,0.0,170.8,5.0,0.2171742645679553,1.4,2.5748000000000006,15.689999999999998,0.0,1.8961892679030528,1.6800000000000002,0.4,0.0053463251595574,0.0,0.2,12.9305
12,1.6200000000000003,0.1599999999999997,0.0,6.0,0.1580383143388421,0.5652874335365874,0.024034351000000002,0.4451268,0.2933818016423294,0.9466666666666668,0.0040729101959704,0.1131370849898474,0.1736649410577502,0.42874578,0.0,0.0044630112663191,0.0,134.4,5.0,0.3008107046449441,1.2,1.2874000000000003,16.05,0.0,2.0400363775859875,1.92,0.2,0.0010689246975816,0.0,0.4,12.68775
13,2.18,0.72,0.0,8.0,0.2881505202396842,0.732181213890446,0.0146663245,0.049548864000000005,0.2352739145682476,1.0200000000000005,0.0055049404072329,0.5091168824543142,0.2881505202396842,0.04677081,0.0,0.0105580322506197,0.0,157.6,5.0,0.2352739145682476,1.6,3.8622,32.95,0.0,2.2663748161839403,2.56,0.6,0.0012596516315863,0.0,0.0,19.891250000000007
14,1.14,0.27,0.0,4.0,0.6084280208895281,0.8095271860441802,0.028559703,0.33455488,0.4786210179258725,1.34,0.0050759967777077,0.1909188309203678,0.6092070209783687,0.30013466,0.0,0.0085474436910583,0.0,97.8,6.000000000000001,0.4780126621188222,0.4,0.4705999999999999,23.005,0.0,2.2120124842691085,0.64,0.0,0.0004314126016313,0.0,0.4,12.9125
