MVL32_Eform_MP_2019_24,MVL16_Eform_MP_2019_11,SISSO_matbench_expt_is_metal_5,MVL32_Efermi_MP_2019_9,MVL32_Efermi_MP_2019_4,SISSO_matbench_log_kvrh_19,SISSO_matbench_log_kvrh_18,MVL32_Eform_MP_2019_16,MVL16_Efermi_MP_2019_8,SISSO_matbench_mp_gap_18,target
-0.29584667,11.261453,0.0012179498175149,-0.6931472,-0.6931472,-0.7219220200220482,-0.0259605842566978,-0.6930797,-0.6930835,0.5,2.16
-0.68740815,-0.6931466,0.0,-0.6931472,-0.693135,0.6795584724781224,1.105722693309305,12.963258,-0.6914905,0.5,1.52
-0.6931472,-0.68857855,0.0,-0.6931416,-0.6930145,0.5542037737244858,1.1968427914244804,8.24757,-0.6470711,0.5,1.48
-0.6923693,-0.64611006,0.0,-0.6931466,-0.69314694,1.3031280543154933,2.180005758580391,3.4169679,-0.69169736,0.3333333333333333,1.24
-0.67225814,-0.6931472,0.0,-0.6931249,-0.6931442,-0.6851387696260829,0.6956733403010096,18.734188,-0.6460484,0.5,0.62
-0.41397932,-0.6931472,0.0007585384433469,-0.69166213,-0.6931472,-0.9399193243019102,0.081658120323406,14.122189,-0.1496762,1.0,1.48
-0.69274133,-0.69313776,-0.0,-0.6931466,-0.6929996,0.0617220466216071,1.4329469102641776,13.166876,-0.65473896,0.5,1.56
-0.690893,-0.6928958,-0.0,-0.6931472,-0.6931472,-0.7191683022085467,0.649907265707224,6.296847,-0.692216,0.5,1.2
-0.69138205,5.2913117,-0.0011019545967992,-0.6931472,-0.6931472,-0.7319037425770879,0.302218160630994,-0.41542238,-0.69302213,0.5,1.62
-0.6931397,1.4610863,-0.0,-0.67815995,-0.6931472,-0.8672004696850895,0.49867020386179,2.808847,-0.69272536,1.0,3.16
-0.69308245,-0.69309175,0.0,9.479094,-0.63985634,-0.2620823799729277,1.1080696492913396,9.995392,-0.6826469,0.0,1.4
-0.69182414,8.763353,-0.0065537299704373,-0.6929878,-0.6931472,-0.9272063767299092,0.0888649811746742,-0.6080819,-0.6533377,0.1666666666666666,2.74
-0.689041,-0.69311476,0.0,-0.69314563,-0.6931462,-0.6331899565128114,1.09868304500679,11.151837,-0.69283324,0.5,0.78
-0.4412756,-0.6299983,0.0,-0.6924011,-0.6931281,-0.616504337927817,0.3360660329521049,3.3321247,-0.58172834,0.5,1.24
-0.69313836,-0.48942888,-0.0009413187911413,0.90307164,-0.6930821,-1.5185351890512568,-0.4924761985740668,4.941081,-0.6837958,0.5,1.76
-0.6931361,1.5931692,0.0,-0.6931418,-0.6930667,0.6424284992013986,2.0200468901919835,2.735959,-0.6927041,0.1666666666666666,1.5
-0.50079453,8.153264,0.0037698446732604,-0.6925166,-0.6931472,-1.0317133648463643,-0.3357519290810112,-0.69219494,-0.6038952,0.5,2.06
-0.6927487,-0.69221514,0.0,-0.69313693,-0.6931468,-1.0125550583463223,0.3460158878053901,9.424202,-0.42572755,0.5,1.06
-0.6906945,-0.6847388,-0.0,-0.6931348,-0.6931472,-0.5116317471109888,1.20649835219196,7.604872,-0.68298763,0.0,1.7
-0.6822782,-0.6931472,0.0004112557825375,-0.6930666,-0.6928418,-0.6295727132731564,0.4094983876601535,17.647799,-0.6747237,0.6666666666666666,0.46
-0.6908032,-0.5508807,-0.0036538494525447,-0.69310355,-0.6931418,0.315309061947975,0.162846501245096,1.4402399,-0.6789897,0.5,1.08
-0.6923416,-0.6867438,-0.0,3.9699304,-0.6559036,-0.7825525491774679,0.6033118168716219,8.561444,-0.69123286,0.5,1.28
-0.69279677,-0.38877454,-0.0002650315043019,0.19656968,-0.6918203,-1.1303638964345446,-0.1119171588663704,3.9159238,-0.67836076,0.5,1.76
-0.6565133,-0.69305706,0.0012520453823919,1.1481872,-0.6921167,-1.0302629209911038,-0.0259665645561854,9.968017,-0.5556739,1.1666666666666667,1.68
0.009227949,-0.69311476,-0.0,-0.67375326,-0.6365876,-0.8830996910381175,0.7297854084491504,9.401097,-0.5724845,0.0,0.82
-0.6928348,-0.029387545,0.0,-0.6931442,-0.69314647,0.4570457988783752,0.5303436048466452,2.139805,-0.6911188,0.5,1.16
-0.6889319,-0.6931472,0.0,-0.69314706,-0.6931006,0.3527150148517499,1.10081596892642,13.292521,-0.62744284,0.8333333333333334,1.18
-0.69311905,-0.69307363,-0.0,-0.6931459,-0.69314694,0.0805219440267099,0.6964224525194243,9.754389,-0.68667364,0.5,1.24
-0.6789018,-0.6931472,0.0,-0.6930287,-0.6931175,-0.0039063798949041,1.7318801803749126,19.410034,-0.58675945,0.1666666666666666,0.32
2.2923436,-0.69073766,0.0009859593760835,-0.69314694,-0.69249773,0.1398340044671221,0.8266026938209146,-0.4225344,-0.6913027,0.5,0.6
-0.6915463,-0.27640238,0.0012703234171713,4.8551,-0.6931467,-1.412281805349255,-0.3959443941787713,4.2148814,-0.6911171,1.1666666666666667,2.3
-0.6925865,-0.693118,-0.0,-0.6931472,-0.6931001,-0.0054693206250119,1.724522828229766,12.236139,-0.69249344,0.3333333333333333,0.66
-0.6898433,3.0213194,0.0,1.0266249,-0.67146903,-1.0108463792262374,0.3507740487404475,0.5643927,-0.6532337,0.5,2.0
-0.69264984,-0.69314706,-0.0,-0.5420897,0.33590963,0.5198320141446966,1.1204433778990857,14.376397,-0.59225583,0.6666666666666666,0.62
-0.6930194,-0.69117963,0.0,-0.6931467,-0.693146,-0.8665009552473963,0.113308819753898,7.1695104,-0.6868941,0.5,0.98
-0.6833767,-0.6846764,-0.0001736413304047,-0.6927685,-0.69314206,-0.6912347371026892,0.3397139025634401,6.029482,-0.6931155,0.3333333333333333,1.3
-0.6931071,-0.6891331,0.0001919193651841,-0.66285604,-0.6931355,-0.6393507902650609,0.3980978360861515,6.6129017,0.011518088,0.5,0.58
-0.69314635,2.9056134,0.0093376152676143,-0.69314706,-0.6931472,0.0691801309610262,-0.3043821467324246,0.52701217,-0.6929773,0.5,1.18
-0.6918079,0.3925888,0.0,-0.69314635,-0.6931447,-0.7762180200329677,0.5923292966695033,2.559514,-0.6927312,0.5,1.34
-0.6931288,-0.6921132,-0.0008682066520236,-0.6929636,-0.6931468,-1.3297044410456706,-0.3098232430688578,8.393528,-0.6734512,0.5,0.76
-0.41397473,-0.69314384,-0.0,-0.6907488,-0.6931448,-1.2414635350416308,0.1295150599790704,12.038129,-0.686885,0.5,1.16
-0.6889637,-0.69314706,-0.0,-0.6931472,-0.69311976,-0.3893117301902333,0.9784632027526357,12.983656,-0.66658425,0.0,1.28
-0.6931447,-0.68404245,0.0,-0.6931472,-0.6779354,0.5051316360789917,2.230173575659826,10.066728,-0.6931442,0.3333333333333333,1.4
-0.69314516,2.3990068,-0.0005026459564347,-0.66860986,-0.6928726,-0.2368616067641177,0.7797069706000188,1.9290265,-0.692818,0.6666666666666666,2.96
-0.6929625,-0.6926545,0.0,-0.69314706,-0.6410353,0.4120232307434248,1.2548789228457853,7.8750706,-0.67498493,0.5,0.72
-0.68715763,-0.6931417,-0.0,-0.6931467,-0.6924134,-0.4725004193221173,0.9135847338363448,13.370275,-0.687052,0.3333333333333333,0.6
0.52860177,-0.6602757,0.0030738733489662,-0.6931472,-0.6931467,-0.2037838394510908,0.4921775963142608,-0.39562488,-0.69265985,0.3333333333333333,0.68
-0.688622,-0.69314706,0.0001188072260663,-0.6928827,-0.6913459,-0.4270570513498754,0.0782804268385888,13.636165,-0.59892154,0.8333333333333334,0.7
-0.67748773,13.397304,-0.0041178303354075,-0.38100547,-0.6931472,-1.31871640419498,-0.6652977644150426,-0.6929872,-0.5644374,0.5,2.84
-0.6882942,-0.6931379,0.0,-0.6925641,-0.6910871,-0.8863764328526007,0.4812265907758429,10.867868,-0.6636787,0.5,1.18
-0.688293,-0.6931472,0.0,-0.6931468,-0.69314706,0.3792730949163373,1.024567046694903,21.620295,-0.69074774,0.8333333333333334,0.56
-0.6931461,-0.683835,0.0,-0.6915001,-0.6919515,0.240087886585095,0.7633977667970819,7.261801,-0.6492845,0.5,0.92
-0.5685162,-0.5871341,-0.001565935479662,-0.69308734,-0.6931323,0.6948050975540556,0.3090464129196174,-0.14027092,-0.6851529,0.5,0.98
-0.69314206,12.06604,-0.0,-0.6926013,-0.6834732,-0.9785769457901472,0.394577048011869,-0.572016,-0.6870142,0.5,3.2
-0.69301355,-0.69272596,-0.0,-0.69311607,-0.6906513,-0.6042339328968065,0.4105324694139114,8.375872,-0.5266059,0.5,1.48
-0.6485964,-0.015760224,0.0,-0.6931385,-0.6931416,-0.9374428018482156,0.4168263497489866,2.51371,-0.64220667,0.5,1.36
-0.6903411,8.1095085,0.0049297968804175,-0.69314194,-0.6931472,0.3414206648780831,-0.0775482915956116,-0.64650095,-0.69303894,0.5,1.78
-0.6650285,-0.63420784,-0.0,-0.692912,-0.6880082,0.4766244129459894,1.019129294609445,3.3861077,-0.6402491,0.5,0.84
-0.68816084,-0.6931472,0.0,-0.68204343,-0.60383576,-1.4189598529432634,-0.051051082917697,18.286465,-0.5614648,0.5,0.36
-0.6931044,-0.6374667,0.0,-0.69314563,-0.6921403,1.449259708589231,1.882932600214256,3.9483924,-0.67230487,0.3333333333333333,0.64
-0.68972933,5.890866,-0.0014499402589463,-0.664281,-0.6931207,0.5353594911206268,0.5341051789911326,-0.6688429,-0.6750095,0.5,1.44
-0.6658077,-0.69304705,0.0,-0.6829875,-0.61000043,-0.3710256402203906,1.0189319838019162,10.87585,-0.58968633,0.5,0.0
-0.69076824,-0.6931448,0.0,0.5509473,-0.6915751,-0.6619037088404525,0.6923926300944693,11.9958,-0.6897554,0.0,1.24
-0.6446331,-0.5008645,0.0049297968804175,-0.6931335,-0.6931472,-0.1089498897752301,0.3208148321008763,-0.6768759,-0.6891211,0.5,1.36
-0.6904115,-0.6923545,-0.0,-0.6064406,-0.6931206,-0.9624052517057402,0.4027671186498069,7.010253,-0.693028,1.1666666666666667,1.9
-0.6887937,-0.693097,0.0013617135910686,-0.6927559,-0.20212226,0.11807662302262,0.6352353284771447,8.6803875,-0.68115515,1.1666666666666667,1.54
-0.5594257,-0.6931461,0.0001919193651841,-0.6926974,-0.69291973,0.0257944599524272,0.4044820111975538,9.443992,-0.5725424,0.5,0.86
-0.59838617,2.2203364,-0.0071337060740159,-0.69314706,-0.6931472,-0.5595481341266991,0.112605110644209,-0.6465915,-0.69018435,1.0,1.48
-0.6874373,1.481051,-0.0,-0.69204676,-0.6430142,0.3880599088745232,0.7384529987740606,0.7437954,-0.61673415,0.5,1.1
-0.6931466,7.9607453,-0.0001553632956252,-0.69303083,-0.6857572,-0.4749324982030022,0.5411046962819468,-0.07209467,-0.68984115,0.6666666666666666,3.34
-0.692406,-0.6913935,0.0,-0.6931437,-0.6919226,0.7591114859367292,1.353688162155101,6.18052,-0.6634978,0.1666666666666666,1.08
-0.6917486,17.12939,-0.0026098924661033,4.5902715,-0.6930754,-0.7268472601194742,-0.0589549643767042,-0.69294,-0.68125236,0.1666666666666666,3.74
