# c0 + a0 * ((feature_28 - feature_3) * (feature_14 / feature_21))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.562265953754386; Max AE: 2.06824335298943
# Coefficients
# Task   a0                      c0
# all , -8.741443561444434e-02,  1.389851914450904e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         27|2|sub|13|20|div|mult; ((feature_28 - feature_3) * (feature_14 / feature_21)); $\left(\left(feature_{28} - feature_{3}\right) \left(\frac{ feature_{14} }{ feature_{21} } \right)\right)$; ((feature_28 - feature_3) .* (feature_14 ./ feature_21)); ((newdata$feature_28 - newdata$feature_3) * (newdata$feature_14 / newdata$feature_21)); feature_28,feature_3,feature_14,feature_21
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
0           ,  6.200000000000000e-01,  1.488790809676374e+00, -1.131837030463210e+00
1           ,  1.560000000000000e+00,  1.396899601710357e+00, -8.062383758374231e-02
2           ,  1.240000000000000e+00,  1.359745109801068e+00,  3.444145630891834e-01
3           ,  1.280000000000000e+00,  1.575161540644027e+00, -2.119897301750727e+00
4           ,  5.800000000000001e-01,  1.684800770948591e+00, -3.374143577367557e+00
5           ,  1.160000000000000e+00,  1.494394822220106e+00, -1.195945578488952e+00
6           ,  1.400000000000000e+00,  1.243690955660883e+00,  1.672046015771215e+00
7           ,  7.000000000000000e-01,  1.594124893939564e+00, -2.336833476677003e+00
8           ,  9.200000000000002e-01,  1.000716526485873e+00,  4.451614715919193e+00
9           ,  3.200000000000000e+00,  2.603452308170561e+00, -1.388329496368814e+01
10          ,  1.900000000000000e+00,  1.302118655254086e+00,  1.003647264666667e+00
12          ,  1.640000000000000e+00,  1.038352135422341e+00,  4.021072452825875e+00
13          ,  6.200000000000000e-01,  1.215771233413315e+00,  1.991440885180566e+00
14          ,  1.920000000000000e+00,  2.053492305949607e+00, -7.591885560249998e+00
15          ,  2.520000000000000e+00,  1.606183781493377e+00, -2.474784233540560e+00
16          ,  2.620000000000001e+00,  1.786491032570964e+00, -4.537455573922615e+00
17          ,  1.120000000000000e+00,  1.554727662322256e+00, -1.886138676208625e+00
18          ,  1.240000000000000e+00,  1.225177806515288e+00,  1.883831964115606e+00
19          ,  1.260000000000000e+00,  1.113776160059749e+00,  3.158239854213919e+00
20          ,  2.180000000000000e+00,  1.185114728733065e+00,  2.342143883658596e+00
21          ,  6.799999999999999e-01,  1.333537023763542e+00,  6.442287282588890e-01
22          ,  8.800000000000001e-01,  1.230624232895607e+00,  1.821526163683038e+00
24          ,  1.320000000000001e+00,  1.477236490541416e+00, -9.996584142685034e-01
25          ,  2.260000000000000e+00,  2.270800349044969e+00, -1.007783701172232e+01
26          ,  1.960000000000000e+00,  1.548159102283721e+00, -1.810995938142950e+00
27          ,  9.800000000000000e-01,  1.431146478640364e+00, -4.723998261751236e-01
29          ,  8.400000000000000e-01,  9.095994359460489e-01,  5.493972192683223e+00
30          ,  1.200000000000000e+00,  1.091858799980991e+00,  3.408969152237746e+00
31          ,  3.840000000000000e+00,  2.957851326107166e+00, -1.793753400836653e+01
32          ,  3.000000000000000e-01,  1.444429350557831e+00, -6.243526681067776e-01
33          ,  2.600000000000001e-01,  1.074480086872821e+00,  3.607777426706523e+00
34          ,  7.800000000000002e-01,  1.441199840256885e+00, -5.874078514040790e-01
35          ,  1.160000000000000e+00,  6.349990286336915e-01,  8.635334433166332e+00
36          ,  3.800000000000000e-01,  8.534315543954789e-01,  6.136519171975151e+00
37          ,  1.080000000000000e+00,  1.250762049187327e+00,  1.591154416154514e+00
38          ,  2.020000000000000e+00,  1.121562964039006e+00,  3.069160700130018e+00
39          ,  3.500000000000000e+00,  2.765046589386580e+00, -1.573189445506686e+01
40          ,  2.860000000000000e+00,  1.993006051329575e+00, -6.899937437552998e+00
41          ,  1.200000000000000e+00,  4.800562822636443e-01,  1.040784197475188e+01
42          ,  2.640000000000001e+00,  1.480301420148806e+00, -1.034720467645007e+00
43          ,  1.900000000000000e+00,  1.083728884691963e+00,  3.501973416715135e+00
44          ,  8.000000000000003e-01,  1.463466011835515e+00, -8.421274686174069e-01
45          ,  6.400000000000000e-01,  1.010777632902333e+00,  4.336518092052211e+00
46          ,  1.320000000000001e+00,  1.554526838079439e+00, -1.883841295445302e+00
47          ,  2.300000000000000e+00,  1.777160327401268e+00, -4.430714563652289e+00
48          ,  1.040000000000000e+00,  1.451173057386328e+00, -7.014990430858684e-01
49          ,  1.600000000000000e+00,  7.751535923141948e-01,  7.032000124646880e+00
50          ,  1.840000000000000e+00,  1.622615815083977e+00, -2.662762723307121e+00
52          ,  2.200000000000000e-01,  1.393530198273965e+00, -4.207867724827918e-02
53          ,  1.420000000000000e+00,  1.022583303675822e+00,  4.201464073908578e+00
54          ,  4.999999999999999e-01,  1.277911832731442e+00,  1.280567459283185e+00
55          ,  6.799999999999999e-01,  1.129615174535443e+00,  2.977045359684952e+00
56          ,  1.540000000000000e+00,  1.495899127797090e+00, -1.213154470434656e+00
57          ,  1.180000000000000e+00,  1.577646462835221e+00, -2.148324210575653e+00
58          ,  1.880000000000000e+00,  1.733462529241867e+00, -3.930822322144981e+00
59          ,  4.999999999999999e-01,  1.471195133420304e+00, -9.305467500605696e-01
60          ,  8.200000000000000e-01,  1.431623050429390e+00, -4.778516921704355e-01
61          ,  1.280000000000000e+00,  1.112592167636554e+00,  3.171784441156257e+00
62          ,  2.080000000000000e+00,  1.196077838113479e+00,  2.216728564056599e+00
63          ,  1.380000000000000e+00,  1.390527403006151e+00, -7.727425687746892e-03
64          ,  7.200000000000000e-01,  1.612050128174399e+00, -2.541893820644640e+00
65          ,  1.520000000000000e+00,  1.257485401990133e+00,  1.514240886306179e+00
66          ,  8.400000000000000e-01,  1.582150725272928e+00, -2.199851883391309e+00
67          ,  9.600000000000000e-01,  2.197973334462004e-01,  1.338514139890373e+01
68          ,  1.020000000000000e+00,  1.733917686893612e+00, -3.936029215589363e+00
69          ,  1.200000000000000e+00,  1.209880528654960e+00,  2.058829122797718e+00
70          ,  7.600000000000002e-01,  6.264524057468516e-01,  8.733105731771246e+00
71          ,  1.180000000000000e+00,  6.430713572461909e-01,  8.542988946339605e+00
72          ,  2.460000000000000e+00,  1.723781116862837e+00, -3.820069306227428e+00
73          ,  2.020000000000000e+00,  1.710923833912418e+00, -3.672985099139163e+00
74          ,  7.600000000000002e-01,  1.860592171149248e+00, -5.385154675992196e+00
75          ,  4.999999999999999e-01,  1.169986978323797e+00,  2.515201689305151e+00
76          ,  1.800000000000000e+00,  1.975999908063484e+00, -6.705391271962009e+00
77          ,  1.400000000000000e+00,  1.177366046215897e+00,  2.430786937436869e+00
78          ,  1.600000000000000e+00,  2.157297873254187e+00, -8.779396142168427e+00
79          ,  1.600000000000000e+00,  1.488342320228734e+00, -1.126706419660909e+00
80          ,  2.400000000000000e-01,  9.240902160804879e-01,  5.328201172913067e+00
81          ,  1.120000000000000e+00,  9.041368605040931e-01,  5.556462734474848e+00
83          ,  1.500000000000000e+00,  1.217518138179591e+00,  1.971456717188222e+00
84          ,  1.680000000000000e+00,  2.271262148642348e+00, -1.008311988741822e+01
85          ,  6.400000000000000e-01,  1.413256586987070e+00, -2.677437927917994e-01
86          ,  1.060000000000000e+00,  1.553100094211559e+00, -1.867519690691448e+00
87          ,  1.040000000000000e+00,  1.579903570520506e+00, -2.174144976555776e+00
88          ,  1.580000000000000e+00,  1.331961548072756e+00,  6.622517890921663e-01
89          ,  3.920000000000000e+00,  3.379198902416613e+00, -2.275764836759971e+01
90          ,  1.280000000000000e+00,  1.167574383510025e+00,  2.542801190426603e+00
91          ,  1.700000000000000e+00,  1.373675557474741e+00,  1.850536111393717e-01
92          ,  1.580000000000000e+00,  1.683689519781539e+00, -3.361431132801154e+00
93          ,  1.920000000000000e+00,  1.447934786286913e+00, -6.644540049677030e-01
95          ,  2.580000000000001e+00,  1.566100115904887e+00, -2.016236794473565e+00
97          ,  7.200000000000000e-01,  1.343831739292009e+00,  5.264596726549183e-01
98          ,  3.720000000000000e+00,  2.368393619814762e+00, -1.119428042388647e+01
101         ,  2.460000000000000e+00,  2.431230209129602e+00, -1.191311580700317e+01
102         ,  5.199999999999999e-01,  8.424090294366687e-01,  6.262614191422817e+00
103         ,  5.400000000000000e-01,  1.300712723013157e+00,  1.019730789442031e+00
104         ,  1.380000000000000e+00,  1.284499614800893e+00,  1.205204825833172e+00
105         ,  8.400000000000000e-01,  1.319996639116263e+00,  7.991274535335278e-01
106         ,  1.600000000000000e+00,  1.050222647406517e+00,  3.885276666915493e+00
107         ,  8.800000000000001e-01,  1.268857887649910e+00,  1.384142401086447e+00
108         ,  1.200000000000000e+00,  1.179246355134840e+00,  2.409276658205223e+00
109         ,  9.600000000000000e-01,  9.632476862447730e-01,  4.880249185474797e+00
110         ,  6.000000000000000e-01,  1.789462939206665e+00, -4.571453467002981e+00
111         ,  1.120000000000000e+00,  1.325584512193764e+00,  7.352035370977188e-01
112         ,  9.600000000000000e-01,  1.526611945603105e+00, -1.564501677450665e+00
113         ,  1.360000000000000e+00,  1.245106535749865e+00,  1.655852121947715e+00
114         ,  1.020000000000000e+00,  1.372126920040451e+00,  2.027696488098633e-01
115         ,  8.600000000000001e-01,  1.127398137109916e+00,  3.002407731585476e+00
116         ,  1.600000000000000e+00,  1.469701648154186e+00, -9.134616398539976e-01
117         ,  1.000000000000000e+00,  1.380300184925055e+00,  1.092694754442866e-01
119         ,  6.400000000000000e-01,  1.244332481197936e+00,  1.664707118796776e+00
120         ,  1.980000000000000e+00,  1.680109305918626e+00, -3.320474352176223e+00
121         ,  2.460000000000000e+00,  1.709473886663492e+00, -3.656398053318474e+00
122         ,  2.560000000000000e+00,  2.711114003891554e+00, -1.511491872198652e+01
123         ,  6.400000000000000e-01,  1.490028120464568e+00, -1.145991566604713e+00
124         ,  1.520000000000000e+00,  1.625420125728948e+00, -2.694843358790943e+00
125         ,  7.000000000000000e-01,  1.077777483364095e+00,  3.570056008406487e+00
126         ,  1.999999999999999e-01,  1.340608628525633e+00,  5.633312802300335e-01
127         ,  1.220000000000000e+00,  1.126390357128181e+00,  3.013936490819016e+00
128         ,  1.480000000000000e+00,  1.451974309489992e+00, -7.106651733483577e-01
129         ,  1.600000000000000e+00,  1.237420431389147e+00,  1.743779296752320e+00
130         ,  1.400000000000000e+00,  1.654286061736999e+00, -3.025062684754094e+00
131         ,  1.520000000000000e+00,  1.472623369943211e+00, -9.468854304268945e-01
