# c0 + a0 * (|(feature_29 / feature_30) - (feature_29 + feature_8)|) + a1 * (|(feature_28 - feature_21) - (feature_19 / feature_30)|) + a2 * ((feature_28 - feature_1) * (feature_14 / feature_21))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.480095701383586; Max AE: 2.03348256234572
# Coefficients
# Task   a0                      a1                      a2                      c0
# all ,  4.125359475210096e+00, -5.557313389240672e-01, -7.820456608790029e-02,  9.923214486250520e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         28|29|div|28|7|add|abd; (|(feature_29 / feature_30) - (feature_29 + feature_8)|); $\left(\left|\left(\frac{ feature_{29} }{ feature_{30} } \right) - \left(feature_{29} + feature_{8}\right)\right|\right)$; abs((feature_29 ./ feature_30) - (feature_29 + feature_8)); abs((newdata$feature_29 / newdata$feature_30) - (newdata$feature_29 + newdata$feature_8)); feature_29,feature_30,feature_29,feature_8
# 1;  2; Unitless;                                         27|20|sub|18|29|div|abd; (|(feature_28 - feature_21) - (feature_19 / feature_30)|); $\left(\left|\left(feature_{28} - feature_{21}\right) - \left(\frac{ feature_{19} }{ feature_{30} } \right)\right|\right)$; abs((feature_28 - feature_21) - (feature_19 ./ feature_30)); abs((newdata$feature_28 - newdata$feature_21) - (newdata$feature_19 / newdata$feature_30)); feature_28,feature_21,feature_19,feature_30
# 2;  2; Unitless;                                         27|0|sub|13|20|div|mult; ((feature_28 - feature_1) * (feature_14 / feature_21)); $\left(\left(feature_{28} - feature_{1}\right) \left(\frac{ feature_{14} }{ feature_{21} } \right)\right)$; ((feature_28 - feature_1) .* (feature_14 ./ feature_21)); ((newdata$feature_28 - newdata$feature_1) * (newdata$feature_14 / newdata$feature_21)); feature_28,feature_1,feature_14,feature_21
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      
0           ,  6.200000000000000e-01,  1.023602947871222e+00,  4.475840052427149e-01,  3.420748162935427e+00, -1.097807241578478e+00
1           ,  1.560000000000000e+00,  1.362585323451907e+00,  4.314021088154334e-01,  2.547203162483745e+00, -7.845733190697844e-02
2           ,  1.240000000000000e+00,  1.532211917322962e+00,  4.559262806185444e-01,  2.079904600000000e+00,  2.366884366428459e+00
3           ,  1.280000000000000e+00,  1.505319060851638e+00,  4.490728903915789e-01,  2.708537231040622e+00, -2.117901025567064e+00
4           ,  5.800000000000001e-01,  1.425077589210746e+00,  4.329421066285523e-01,  2.909109024863409e+00, -3.368056181726693e+00
5           ,  1.160000000000000e+00,  1.142106302299998e+00,  4.032955968702561e-01,  2.891024330000000e+00, -1.185076117991760e+00
6           ,  1.400000000000000e+00,  1.048078803090159e+00,  4.243902487154653e-01,  2.814589958412373e+00,  1.673164876360193e+00
7           ,  7.000000000000000e-01,  1.163618428653856e+00,  4.231266525397125e-01,  2.952506724811416e+00, -8.509471179359657e-01
8           ,  9.200000000000002e-01,  1.037880559660272e+00,  4.260859235396073e-01,  2.420336600000001e+00,  4.694631143595368e+00
9           ,  3.200000000000000e+00,  2.498973813869578e+00,  4.705157183918118e-01,  2.732528800123689e+00, -1.386310072565741e+01
10          ,  1.900000000000000e+00,  2.038634725556299e+00,  5.761184888141865e-01,  2.252693650000000e+00,  1.003651517657081e+00
12          ,  1.640000000000000e+00,  1.241066384269977e+00,  5.095861905150496e-01,  2.692988405840691e+00,  4.563713465868016e+00
13          ,  6.200000000000000e-01,  6.727832545767567e-01,  4.342071373901006e-01,  3.286248067594975e+00,  3.638248993331308e+00
14          ,  1.920000000000000e+00,  1.745747067095351e+00,  4.586609828367333e-01,  3.117398296030689e+00, -7.591885560250000e+00
15          ,  2.520000000000000e+00,  1.698523331719018e+00,  4.085091360388556e-01,  2.109111972232587e+00, -2.468583075811575e+00
16          ,  2.620000000000001e+00,  2.111633095547077e+00,  4.229096765301275e-01,  1.763294316000001e+00, -4.533943918821426e+00
17          ,  1.120000000000000e+00,  1.501005909640464e+00,  4.616119418241115e-01,  2.775384740000000e+00, -1.876329578580824e+00
18          ,  1.240000000000000e+00,  1.874703682290681e+00,  5.440680187078559e-01,  2.130850060000000e+00,  2.274979256062974e+00
19          ,  1.260000000000000e+00,  1.597959534633969e+00,  4.708087162040027e-01,  1.960601860000000e+00,  3.159012676603459e+00
20          ,  2.180000000000000e+00,  2.126278937690998e+00,  6.088715886894558e-01,  2.145341707477129e+00,  2.373557942457968e+00
21          ,  6.799999999999999e-01,  9.452319441832906e-01,  4.130387779762444e-01,  2.919051580000000e+00,  1.647148041313357e+00
22          ,  8.800000000000001e-01,  1.285406208675131e+00,  4.597417971457766e-01,  2.311859900000000e+00,  4.075752059863713e+00
24          ,  1.320000000000001e+00,  1.416392010713515e+00,  4.067511119305383e-01,  2.396950835785757e+00, -9.991322712810762e-01
25          ,  2.260000000000000e+00,  1.945839305962189e+00,  4.452446234878142e-01,  3.007584821106101e+00, -1.007783701172232e+01
26          ,  1.960000000000000e+00,  1.804365972385079e+00,  4.791676026526458e-01,  2.350616629917743e+00, -1.810856425255528e+00
27          ,  9.800000000000000e-01,  9.191263723380717e-01,  4.126918411339651e-01,  3.261244467742920e+00, -4.690069007654973e-01
29          ,  8.400000000000000e-01,  1.162887211729245e+00,  4.415879236072043e-01,  2.110889298786291e+00,  6.112888917698544e+00
30          ,  1.200000000000000e+00,  1.033493538436281e+00,  3.948166134832760e-01,  2.339417892326109e+00,  3.676262709058615e+00
31          ,  3.840000000000000e+00,  3.890748793311377e+00,  6.428800755897521e-01,  2.080978500000000e+00, -1.793732734133273e+01
32          ,  3.000000000000000e-01,  1.408687574496742e+00,  4.484661462924924e-01,  2.664725700000000e+00, -6.029525312674444e-01
33          ,  2.600000000000001e-01,  1.145820309221106e+00,  4.541719959928270e-01,  2.580637467395267e+00,  3.656855164868658e+00
