# c0 + a0 * ((feature_28 * feature_8) - (feature_12 * feature_11)) + a1 * (|(feature_23 + feature_18) - (|feature_20 - feature_18|)|) + a2 * ((feature_21 + feature_7) - (feature_5 / feature_12)) + a3 * ((feature_26 * feature_19) * (|feature_22 - feature_3|)) + a4 * ((feature_25 - feature_14) - (feature_6 * feature_3))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.438644535773277; Max AE: 1.71497760260091
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      c0
# all ,  4.023159140824793e-02,  1.070137959768021e-01,  2.304159772216803e+00,  4.884695967076214e-03, -1.564504596169058e-01, -9.026276078471123e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         27|7|mult|11|10|mult|sub; ((feature_28 * feature_8) - (feature_12 * feature_11)); $\left(\left(feature_{28} feature_{8}\right) - \left(feature_{12} feature_{11}\right)\right)$; ((feature_28 .* feature_8) - (feature_12 .* feature_11)); ((newdata$feature_28 * newdata$feature_8) - (newdata$feature_12 * newdata$feature_11)); feature_28,feature_8,feature_12,feature_11
# 1;  2; Unitless;                                         22|17|add|19|17|abd|abd; (|(feature_23 + feature_18) - (|feature_20 - feature_18|)|); $\left(\left|\left(feature_{23} + feature_{18}\right) - \left(\left|feature_{20} - feature_{18}\right|\right)\right|\right)$; abs((feature_23 + feature_18) - abs(feature_20 - feature_18)); abs((newdata$feature_23 + newdata$feature_18) - abs(newdata$feature_20 - newdata$feature_18)); feature_23,feature_18,feature_20,feature_18
# 2;  2; Unitless;                                         20|6|add|4|11|div|sub; ((feature_21 + feature_7) - (feature_5 / feature_12)); $\left(\left(feature_{21} + feature_{7}\right) - \left(\frac{ feature_{5} }{ feature_{12} } \right)\right)$; ((feature_21 + feature_7) - (feature_5 ./ feature_12)); ((newdata$feature_21 + newdata$feature_7) - (newdata$feature_5 / newdata$feature_12)); feature_21,feature_7,feature_5,feature_12
# 3;  2; Unitless;                                         25|18|mult|21|2|abd|mult; ((feature_26 * feature_19) * (|feature_22 - feature_3|)); $\left(\left(feature_{26} feature_{19}\right) \left(\left|feature_{22} - feature_{3}\right|\right)\right)$; ((feature_26 .* feature_19) .* abs(feature_22 - feature_3)); ((newdata$feature_26 * newdata$feature_19) * abs(newdata$feature_22 - newdata$feature_3)); feature_26,feature_19,feature_22,feature_3
# 4;  2; Unitless;                                         24|13|sub|5|2|mult|sub; ((feature_25 - feature_14) - (feature_6 * feature_3)); $\left(\left(feature_{25} - feature_{14}\right) - \left(feature_{6} feature_{3}\right)\right)$; ((feature_25 - feature_14) - (feature_6 .* feature_3)); ((newdata$feature_25 - newdata$feature_14) - (newdata$feature_6 * newdata$feature_3)); feature_25,feature_14,feature_6,feature_3
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      
1           ,  1.180000000000000e+00,  8.390111265390120e-01, -4.630556146890660e+00,  2.997874388520301e+00,  8.027424254068841e-01,  4.245117008592052e+00,  1.682727245077971e+00
2           ,  9.800000000000000e-01,  1.183225278256094e+00, -3.323202453836656e+00,  3.922101337167642e+00,  7.749651826641502e-01,  3.370190420806281e-01, -8.016481900084127e-02
3           ,  1.300000000000000e+00,  1.338195993045248e+00, -2.749707840033903e+00,  2.151456412967341e+00,  8.103310933326050e-01,  1.339011422149354e+00, -1.582227594942465e+00
5           ,  8.600000000000001e-01,  1.074497105243798e+00, -2.883280690875724e+00,  9.322469250076804e-01,  7.618767187286823e-01,  2.289873492967511e+01, -8.055032691628133e-01
6           ,  1.100000000000000e+00,  1.204706518199526e+00, -4.032156007816774e+00,  1.819956269238588e+00,  7.635674179791739e-01,  5.553868497933908e+01, -2.820243024796273e-01
7           ,  1.600000000000000e+00,  1.626952558290947e+00, -5.566331867232261e+00,  2.664416421951742e+00,  8.844560493257552e-01,  2.592618231896775e+01, -1.941980058517463e+00
8           ,  1.120000000000000e+00,  1.557208860610017e+00, -2.961693504914064e+00,  3.407961413576567e+00,  8.247936246338918e-01,  1.673487610661686e+01, -1.483473762189615e+00
9           ,  1.320000000000001e+00,  1.609626824543107e+00, -3.123423541761341e+00,  1.268069044079569e+00,  8.743809507145921e-01,  3.689554472173435e+00, -3.000809887164582e+00
10          ,  4.200000000000001e-01,  1.107736982065004e+00, -6.010076420733357e+00,  1.797905082099331e+00,  7.720822231344417e-01,  9.358337885053454e+01,  1.127310663813730e+00
11          ,  1.700000000000000e+00,  1.506633837497311e+00, -2.881815188473178e+00,  5.803164725007337e-01,  9.910380227594180e-01,  3.529906591675582e+00, -1.037690289031274e+00
12          ,  1.020000000000000e+00,  1.454178455408822e+00, -5.344331298143373e+00,  3.720856127412187e+00,  9.983884541630825e-01,  6.157748524084059e+00,  1.002816897943941e+00
13          ,  8.800000000000001e-01,  8.849699335835712e-01, -4.319878794438467e+00,  1.938956146379107e+00,  8.049434735027164e-01,  3.985136924892502e+01,  1.888662464556127e+00
14          ,  2.160000000000000e+00,  1.804118994287221e+00, -2.555111218829817e+00,  2.867635163855731e-02,  8.481352561134750e-01,  1.638118328002357e+01, -4.935861427961827e+00
15          , -3.999999999999990e-02,  6.932995659529798e-01, -4.602803308096241e+00,  1.500278435131173e+00,  7.067584862550854e-01,  2.030724680395470e+01,  6.847177954695167e-01
16          ,  1.920000000000000e+00,  2.735677650322530e+00, -1.781550033904983e+00,  1.918496385317097e+00,  9.764806236721433e-01,  1.850000488783958e+02, -2.243763982709575e+00
17          ,  8.800000000000001e-01,  1.251091549733549e+00, -3.209343134782249e+00,  2.168579104104063e+00,  8.039460132624333e-01,  2.049156254970488e+01, -6.280144012585014e-01
