# FEAT_ID     Score                   Feature Expression
0             0.506629265056257827    ((feature_11 * feature_10) + (feature_9 + feature_8))
1             0.506656687243807413    ((feature_25 - feature_7) * (feature_13 + feature_12))
2             0.507154345329505318    ((feature_25 - feature_12) * (feature_16 + feature_11))
3             0.507267213933403238    ((feature_12 + feature_1) * (feature_9 + feature_8))
4             0.507396599821429595    ((feature_16 + feature_11) * (feature_14 - feature_12))
5             0.507607916616396482    ((feature_25 - feature_12) * (feature_13 + feature_7))
6             0.507641514462468635    ((|feature_25 - feature_12|) * (feature_5 + feature_1))
7             0.507699515714109317    ((feature_25 - feature_12) * (feature_10 + feature_7))
8             0.507789532071304728    ((feature_25 - feature_12) * (feature_13 + feature_1))
9             0.508013832577954627    ((feature_25 - feature_12) * (feature_10 + feature_1))
10            0.508387208638346411    ((feature_25 - feature_7) * (feature_12 + feature_10))
11            0.509348887002737061    ((feature_25 - feature_12) * (feature_7 + feature_5))
12            0.510198328517079136    ((feature_25 - feature_4) - (feature_11 * feature_10))
13            0.511344011999619874    ((feature_25 - feature_12) * (feature_5 + feature_1))
14            0.513209295137873278    ((feature_25 - feature_9) - (feature_11 * feature_10))
#-----------------------------------------------------------------------
15            0.0607390411547063663   (sqrt(feature_28) + cbrt(feature_20))
16            0.0611222144247672017   ((feature_24 * feature_6) * (feature_17 + feature_9))
17            0.0613885720486871747   ((feature_24 * feature_6) * (feature_18 + feature_1))
18            0.0614391867198360794   ((feature_18 + feature_9) * (feature_6 + feature_3))
19            0.0614455239630649838   ((feature_18 * feature_6) + (feature_9 * feature_6))
20            0.0614505291586718572   ((feature_18 + feature_9) * (|feature_6 - feature_3|))
21            0.0614515094266502512   ((feature_18 + feature_9) * (feature_6 - feature_3))
22            0.061713171058284215    ((feature_24 * feature_6) * (feature_18 + feature_7))
23            0.0620784098404540269   (cbrt(feature_28) + cbrt(feature_20))
24            0.0625652972075497749   ((feature_28 - feature_6) * (feature_18 + feature_9))
25            0.0642127378136924387   ((feature_24 * feature_6) * (feature_18 + feature_9))
26            0.0644610662564960718   ((feature_24 + feature_9) * (feature_20 - feature_6))
27            0.0661963172877086947   ((feature_20 - feature_6) * (feature_17 + feature_9))
28            0.0675734763041117709   ((feature_20 - feature_6) * (feature_18 + feature_9))
