# c0 + a0 * ((feature_19 + feature_5) * (feature_18 - feature_17)) + a1 * ((feature_28 + feature_20) - (feature_24 * feature_6)) + a2 * ((|feature_25 - feature_12|) * (feature_5 + feature_1))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.473965087288296; Max AE: 2.09905107864657
# Coefficients
# Task   a0                      a1                      a2                      c0
# all , -1.345720591081763e+00,  3.851093775947272e+00,  1.570659507984847e-01,  9.991279962207634e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         18|4|add|17|16|sub|mult; ((feature_19 + feature_5) * (feature_18 - feature_17)); $\left(\left(feature_{19} + feature_{5}\right) \left(feature_{18} - feature_{17}\right)\right)$; ((feature_19 + feature_5) .* (feature_18 - feature_17)); ((newdata$feature_19 + newdata$feature_5) * (newdata$feature_18 - newdata$feature_17)); feature_19,feature_5,feature_18,feature_17
# 1;  2; Unitless;                                         27|19|add|23|5|mult|sub; ((feature_28 + feature_20) - (feature_24 * feature_6)); $\left(\left(feature_{28} + feature_{20}\right) - \left(feature_{24} feature_{6}\right)\right)$; ((feature_28 + feature_20) - (feature_24 .* feature_6)); ((newdata$feature_28 + newdata$feature_20) - (newdata$feature_24 * newdata$feature_6)); feature_28,feature_20,feature_24,feature_6
# 2;  2; Unitless;                                         24|11|abd|4|0|add|mult; ((|feature_25 - feature_12|) * (feature_5 + feature_1)); $\left(\left(\left|feature_{25} - feature_{12}\right|\right) \left(feature_{5} + feature_{1}\right)\right)$; (abs(feature_25 - feature_12) .* (feature_5 + feature_1)); (abs(newdata$feature_25 - newdata$feature_12) * (newdata$feature_5 + newdata$feature_1)); feature_25,feature_12,feature_5,feature_1
# Number of Samples Per Task
# Task, n_samples               
# all , 1691                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      
0           ,  1.400000000000000e+00,  1.430984211376262e+00, -4.689736934645894e-02, -2.810416712281478e-02,  3.036795946024083e+00
2           ,  7.000000000000000e-01,  7.376300557353695e-01,  2.606205809941482e-01,  4.708002011495030e-03,  4.526352415217019e-01
3           ,  2.300000000000000e+00,  1.739402680597670e+00, -4.396658244222577e-02, -6.590734431436499e-04,  4.352605381524153e+00
4           ,  1.060000000000000e+00,  9.062368864308326e-01, -5.187448510572840e-02, -4.774219591187263e-02,  1.347204844221294e-01
5           ,  1.700000000000000e+00,  1.578818771250020e+00, -2.380816462904596e-03,  7.063554518714013e-02,  1.938438925259665e+00
6           ,  1.380000000000000e+00,  1.858959964678171e+00, -1.413435608068713e-02,  1.126451484718632e-01,  2.591293925883920e+00
7           ,  1.780000000000000e+00,  2.044443526956472e+00, -5.290878732700816e-02,  7.678450396488005e-03,  6.013681825041774e+00
8           ,  1.920000000000000e+00,  2.286105848455168e+00, -9.620108994606406e-02,  3.488826059681067e-02,  6.514206905888762e+00
9           ,  1.020000000000000e+00,  1.383372569142778e+00,  8.368258828041176e-03,  2.359948844366694e-02,  1.939453245778876e+00
10          ,  2.240000000000000e+00,  1.609887424995096e+00,  5.875596878988903e-04,  3.616226034868285e-02,  3.006927101582777e+00
11          ,  1.780000000000000e+00,  1.602089789879842e+00, -3.486823848846609e-02,  1.041956575912616e-02,  3.284684934478706e+00
12          ,  2.020000000000000e+00,  1.253978702186592e+00, -5.912779501965670e-02,  3.738869537446685e-02,  1.992401440040102e-01
13          ,  1.260000000000000e+00,  1.474737792485942e+00, -1.113898396244106e-02,  7.136352398398002e-02,  1.182892996186005e+00
14          ,  1.240000000000000e+00,  1.287825535882100e+00,  3.576015906038221e-02,  3.730118194418787e-02,  1.229867908649090e+00
15          ,  2.100000000000000e+00,  1.786844427754995e+00,  1.067135102671464e-02,  1.050385004870565e-01,  2.531191329908791e+00
16          ,  8.800000000000001e-01,  1.098274064482827e+00,  6.887336988059296e-02,  1.458887516786128e-02,  8.636324629300559e-01
17          ,  5.400000000000000e-01,  9.063005870384232e-01,  2.120822666614441e-01,  1.489652132355080e-02,  8.608368830258951e-01
19          ,  8.400000000000000e-01,  1.399399176660083e+00, -5.125390381600774e-02, -4.657750868853370e-02,  3.251322759097082e+00
20          ,  7.800000000000002e-01,  1.391710211621767e+00, -2.180053365000745e-02,  4.434236739021249e-02,  1.225460848299022e+00
21          ,  3.440000000000000e+00,  1.848612544410789e+00, -1.591529477894627e-02,  4.377324319958197e-02,  4.198823109026685e+00
22          ,  3.140000000000000e+00,  2.950427650708687e+00, -2.259350741888858e-02,  2.845582392543339e-02,  1.153215608292331e+01
23          ,  1.140000000000000e+00,  1.068969511533980e+00, -7.505965882494358e-03, -2.341807595210138e-02,  9.545403586888093e-01
24          ,  8.200000000000000e-01,  8.621631372660502e-01, -5.477538380290493e-02, -6.583951318341678e-02,  2.729867192182014e-01
26          ,  2.100000000000000e+00,  2.072119144201507e+00,  1.037675437771160e-02,  3.781074719533853e-02,  5.993295313478127e+00
27          ,  2.720000000000000e+00,  1.062434129541148e+00, -4.221379968132358e-02, -4.962045294716725e-02,  1.258014040353379e+00
28          ,  2.040000000000000e+00,  2.177192853855651e+00,  1.893741714371741e-02,  9.510874644452771e-02,  5.330732880677934e+00
29          ,  1.600000000000000e+00,  1.611271490112672e+00,  7.283220961486331e-03,  9.566336982151938e-03,  3.725211037300416e+00
30          ,  1.400000000000000e+00,  1.460057722881343e+00, -4.388114986817454e-03,  9.415660949441673e-02,  5.884064414260732e-01
31          ,  2.600000000000001e-01,  7.435751954156760e-01,  2.754716285589360e-01,  2.724166148605098e-02,  6.522641577008902e-02
32          ,  1.720000000000000e+00,  1.689935862851442e+00,  1.813532358893800e-05,  9.669426433083420e-02,  2.027515133329935e+00
33          ,  1.460000000000000e+00,  1.435335251870659e+00,  2.991925995424276e-03,  1.008258509005076e-01,  3.307129581384696e-01
34          ,  1.380000000000000e+00,  1.678118682747352e+00, -7.131107155087622e-02,  8.106866758631100e-02,  1.724262111716077e+00
36          ,  2.440000000000000e+00,  1.917499523073928e+00, -3.726439537586179e-02,  1.047777947263134e-01,  2.958724963565766e+00
37          ,  2.400000000000000e+00,  1.910960606479130e+00, -7.432927727783811e-02,  1.286566813580388e-02,  4.853115986940631e+00
38          ,  1.780000000000000e+00,  1.747295446004957e+00,  1.627232097993201e-02,  6.217601273609803e-02,  3.378324766334360e+00
39          ,  3.500000000000000e+00,  2.737956941807407e+00, -2.248918759702498e-02,  1.146573677498714e-01,  8.066729300726474e+00
40          ,  1.640000000000000e+00,  1.502840102604392e+00, -1.829434975832030e-02, -1.353780286956401e-02,  3.382199444779409e+00
41          ,  4.220000000000000e+00,  3.757992075785388e+00, -1.033446555688093e-02,  2.365169413460345e-01,  1.167731036815396e+01
42          ,  1.960000000000000e+00,  1.987201207153134e+00, -7.073029259960874e-02,  2.468609560477105e-02,  5.079532047372056e+00
46          ,  1.260000000000000e+00,  1.439253267677676e+00, -2.725638046456907e-02,  8.005507894045659e-03,  2.372352731505713e+00
47          ,  8.000000000000003e-01,  1.233834189687434e+00,  5.848381611773821e-03, -1.701051758754427e-02,  1.961504564591755e+00
49          ,  1.220000000000000e+00,  1.140201532196823e+00,  1.530118098700072e-02,  2.621588857829420e-02,  3.864924552694635e-01
51          ,  1.240000000000000e+00,  1.339282187956442e+00, -2.507963064608873e-02, -1.845708154939549e-02,  2.403346914569988e+00
52          ,  1.260000000000000e+00,  1.018180776667694e+00,  4.716507676788474e-02,  1.033092380122687e-02,  2.721050543766051e-01
53          ,  1.260000000000000e+00,  1.917340293248598e+00,  2.353658949252922e-02,  9.710339772909012e-02,  3.666814332489272e+00
54          ,  8.400000000000000e-01,  1.062053353730920e+00, -5.479563257610325e-02, -2.163411648864190e-02,  4.615943649154716e-01
55          ,  3.260000000000000e+00,  1.941139251302863e+00,  1.356642375612489e-02,  2.046068862234869e-02,  5.612112846812114e+00
56          , -1.999999999999999e-01,  9.485929239880199e-01, -5.403681082113493e-02, -5.450469190357470e-02,  5.516737273619295e-01
57          ,  4.999999999999999e-01,  1.335671075047894e+00, -4.083930994069170e-02,  7.230951144547451e-02,  1.982650618472889e-02
58          ,  1.200000000000000e+00,  1.255654229066564e+00, -6.280277915666711e-02,  3.919939202710101e-03,  9.990401197340723e-01
59          ,  1.300000000000000e+00,  1.824493638214518e+00,  1.366642412430166e-02,  9.560552151522024e-02,  3.027842756963813e+00
61          ,  1.000000000000000e+00,  1.162636835710851e+00, -3.384900129968660e-02, -5.076420960526710e-02,  1.995692074009315e+00
62          ,  1.720000000000000e+00,  1.247455264495778e+00,  6.501193707759610e-02,  2.823261215299281e-02,  1.445817712692410e+00
63          ,  2.560000000000000e+00,  1.840202034694825e+00, -3.216156042002063e-02,  1.893045894437167e-02,  4.615198826186443e+00
64          ,  1.620000000000000e+00,  1.214184520780445e+00,  1.026929800522659e-03,  1.613096374817003e-02,  9.824957622115061e-01
65          ,  1.999999999999999e-01,  1.166526847125543e+00, -4.779438052964885e-02, -5.563734933890935e-02,  2.020460940286576e+00
66          ,  1.100000000000000e+00,  1.223048793715983e+00, -8.231998247334810e-03, -3.952939194163479e-02,  2.324337142235437e+00
68          ,  1.020000000000000e+00,  1.587938170926056e+00, -3.475466569129688e-02,  4.143635914945654e-02,  2.435058640562174e+00
69          ,  1.600000000000000e+00,  2.051301694981140e+00,  1.188243790773494e-02,  5.736259129558346e-02,  5.394265386655727e+00
70          ,  6.799999999999999e-01,  1.137622967587732e+00, -8.333855343932495e-02, -1.264326268432514e-02,  4.777289655874653e-01
71          ,  5.199999999999999e-01,  9.676931332532988e-01, -1.118089158442589e-02, -5.724310335767037e-02,  1.107606958560682e+00
72          ,  1.020000000000000e+00,  1.578688391058630e+00, -3.262970149325888e-01,  3.924340153088975e-02, -6.796021858191274e-02
73          ,  7.600000000000002e-01,  1.220260520562793e+00,  7.358971881450695e-02,  1.407697358038129e-02,  1.693250367447645e+00
74          ,  1.800000000000000e+00,  1.217659670939069e+00, -4.461708037548563e-02,  8.007528574674322e-03,  8.127274360831630e-01
75          ,  6.400000000000000e-01,  1.055022022095641e+00, -3.298372661290511e-02, -7.199137893930610e-02,  1.838416892320428e+00
76          ,  1.680000000000000e+00,  1.504155330711850e+00, -2.823955577884141e-02,  4.106316449016112e-02,  1.966605009153386e+00
77          ,  6.000000000000000e-01,  1.082744468324479e+00,  1.019851668884250e-01,  2.178565478552309e-02,  8.719993793985108e-01
78          ,  1.380000000000000e+00,  1.278491689085284e+00, -8.412837527248982e-03,  5.683044365781864e-02,  3.131359538441948e-01
79          ,  1.380000000000000e+00,  1.600859713855885e+00, -5.183468677960374e-02,  3.315773830880445e-02,  2.573970683160379e+00
80          ,  9.200000000000002e-01,  7.182196160646962e-01,  1.978445518061306e-01, -7.598223391555932e-03,  9.293279530068678e-02
81          ,  8.600000000000001e-01,  6.630979344345657e-01,  2.035893052084791e-01, -3.808761638521749e-02,  5.387752108490529e-01
83          ,  1.040000000000000e+00,  1.728636739789746e+00, -1.636941309970662e-02,  1.383938124807053e-02,  4.165023221033400e+00
84          ,  1.440000000000000e+00,  1.643501650947258e+00, -8.521001893448120e-03,  5.382981739464889e-02,  2.709709457264688e+00
85          ,  1.200000000000000e+00,  1.201648859663525e+00,  1.769029351484769e-02,  2.148658124125700e-02,  9.141396698231267e-01
86          ,  1.080000000000000e+00,  1.250768276513980e+00, -1.431471400862793e-02, -2.924398023270373e-03,  1.551187922548261e+00
87          ,  1.060000000000000e+00,  1.624694770867831e+00, -1.231050401168112e-02,  1.872149768424759e-02,  3.418322239634105e+00
88          ,  8.600000000000001e-01,  1.104647962929001e+00, -6.906519279889191e-02, -2.264283316051884e-02,  6.352566420588368e-01
89          ,  1.060000000000000e+00,  1.000039592277485e+00, -3.228661603870381e-04, -2.887092363340842e-02,  7.109226548423295e-01
90          ,  1.380000000000000e+00,  1.619513595520909e+00,  7.736755404970425e-02,  7.539996396410979e-02,  2.763987839061425e+00
91          ,  1.060000000000000e+00,  1.340105115672680e+00, -4.046821501394517e-02, -2.170303257237791e-02,  2.356326250218470e+00
92          ,  1.800000000000000e+00,  2.163864936257914e+00,  2.367919302196778e-02,  7.739484805209842e-02,  5.720830615898580e+00
93          ,  1.500000000000000e+00,  1.398686091934348e+00,  6.882937299569006e-02,  4.347785989115247e-02,  2.067576600503666e+00
94          ,  1.100000000000000e+00,  1.892886881147563e+00, -5.904623401233430e-02,  1.364989712822277e-01,  1.837628154256592e+00
95          ,  6.600000000000000e-01,  1.257122808912644e+00,  9.865689677408834e-02,  6.190742602187063e-02,  9.699627851915479e-01
96          ,  7.000000000000000e-01,  8.215275887337130e-01,  3.361769664125126e-01,  4.397269313861051e-02,  6.714179175550831e-01
97          ,  6.200000000000000e-01,  1.088055650457799e+00, -8.770797967183407e-03,  1.368439322899787e-02,  1.555062003979896e-01
98          ,  3.200000000000000e-01,  1.014445553573498e+00,  9.890480185522288e-02,  5.091267951510384e-03,  8.200939464702272e-01
99          ,  1.100000000000000e+00,  1.446929621808312e+00,  8.096723081142378e-02,  6.681974284629429e-02,  1.906408091539587e+00
