# c0 + a0 * ((feature_25 - feature_9) - (feature_11 * feature_10))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.511538568146815; Max AE: 2.23562483580688
# Coefficients
# Task   a0                      c0
# all , -2.902393777134122e-01,  1.094841549171373e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         24|8|sub|10|9|mult|sub; ((feature_25 - feature_9) - (feature_11 * feature_10)); $\left(\left(feature_{25} - feature_{9}\right) - \left(feature_{11} feature_{10}\right)\right)$; ((feature_25 - feature_9) - (feature_11 .* feature_10)); ((newdata$feature_25 - newdata$feature_9) - (newdata$feature_11 * newdata$feature_10)); feature_25,feature_9,feature_11,feature_10
# Number of Samples Per Task
# Task, n_samples               
# all , 1691                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
0           ,  1.400000000000000e+00,  1.436327154460818e+00, -1.176565385371775e+00
2           ,  7.000000000000000e-01,  1.318167511257958e+00, -7.694543857074468e-01
3           ,  2.300000000000000e+00,  1.810530516022294e+00, -2.465857570703605e+00
4           ,  1.060000000000000e+00,  9.532331690097289e-01,  4.879020251396440e-01
5           ,  1.700000000000000e+00,  1.421845216488002e+00, -1.126668854835815e+00
6           ,  1.380000000000000e+00,  1.964318964912165e+00, -2.995725192738425e+00
7           ,  1.780000000000000e+00,  2.047693860677053e+00, -3.282987715218108e+00
8           ,  1.920000000000000e+00,  2.446184237330109e+00, -4.655959156214418e+00
9           ,  1.020000000000000e+00,  1.443533279286107e+00, -1.201393597456784e+00
10          ,  2.240000000000000e+00,  1.338081522559916e+00, -8.380667547761990e-01
11          ,  1.780000000000000e+00,  1.570450044962330e+00, -1.638676665922920e+00
12          ,  2.020000000000000e+00,  1.066588979084605e+00,  9.734230520114001e-02
13          ,  1.260000000000000e+00,  1.454069619675108e+00, -1.237695840357139e+00
14          ,  1.240000000000000e+00,  1.129418968763109e+00, -1.191341432170474e-01
15          ,  2.100000000000000e+00,  1.324444255638363e+00, -7.910804807943870e-01
16          ,  8.800000000000001e-01,  8.496609756373229e-01,  8.447529603517332e-01
17          ,  5.400000000000000e-01,  1.059543468913036e+00,  1.216171304404836e-01
19          ,  8.400000000000000e-01,  1.826276104898220e+00, -2.520107924325414e+00
20          ,  7.800000000000002e-01,  1.127275964430156e+00, -1.117505678047911e-01
21          ,  3.440000000000000e+00,  1.977931186537819e+00, -3.042625174859718e+00
22          ,  3.140000000000000e+00,  2.954896176900356e+00, -6.408691482124233e+00
23          ,  1.140000000000000e+00,  1.042795652629525e+00,  1.793205903068011e-01
24          ,  8.200000000000000e-01,  8.696236026551210e-01,  7.759730891465602e-01
26          ,  2.100000000000000e+00,  2.090003539107760e+00, -3.428762829415343e+00
27          ,  2.720000000000000e+00,  1.075787038300632e+00,  6.565101889639408e-02
28          ,  2.040000000000000e+00,  2.185795233077163e+00, -3.758806584070814e+00
29          ,  1.600000000000000e+00,  1.700348170760633e+00, -2.086231807550072e+00
30          ,  1.400000000000000e+00,  1.520833915746062e+00, -1.467727673380425e+00
31          ,  2.600000000000001e-01,  9.528743992919939e-01,  4.891381417567671e-01
32          ,  1.720000000000000e+00,  1.869284388677041e+00, -2.668290035649013e+00
33          ,  1.460000000000000e+00,  1.488451364156781e+00, -1.356155798315093e+00
34          ,  1.380000000000000e+00,  1.501336790543843e+00, -1.400551656963141e+00
36          ,  2.440000000000000e+00,  2.091123357116484e+00, -3.432621086063858e+00
37          ,  2.400000000000000e+00,  2.144661029329226e+00, -3.617081487800270e+00
38          ,  1.780000000000000e+00,  1.344797188792783e+00, -8.612051251991762e-01
39          ,  3.500000000000000e+00,  2.381067067318387e+00, -4.431602383798717e+00
40          ,  1.640000000000000e+00,  1.479581573994353e+00, -1.325595540667398e+00
41          ,  4.220000000000000e+00,  3.331389206383152e+00, -7.705872562268887e+00
42          ,  1.960000000000000e+00,  2.063520195112953e+00, -3.337516272165081e+00
46          ,  1.260000000000000e+00,  1.450028097353996e+00, -1.223771050575160e+00
47          ,  8.000000000000003e-01,  1.153216636772439e+00, -2.011273868520583e-01
49          ,  1.220000000000000e+00,  1.445735150515031e+00, -1.208979994748118e+00
51          ,  1.240000000000000e+00,  1.399115339289791e+00, -1.048354611684924e+00
52          ,  1.260000000000000e+00,  1.032393491420675e+00,  2.151605279844554e-01
53          ,  1.260000000000000e+00,  1.522480432590759e+00, -1.473400634980843e+00
54          ,  8.400000000000000e-01,  7.352913284732450e-01,  1.238805786901715e+00
55          ,  3.260000000000000e+00,  2.210203504423341e+00, -3.842903619898530e+00
