# c0 + a0 * (|(feature_30 - feature_24) - (feature_22 * feature_12)|) + a1 * (|(feature_30 / feature_22) - (feature_26 + feature_12)|) + a2 * ((feature_28 - feature_2) - (feature_6 * feature_1)) + a3 * ((feature_30 * feature_5) * (feature_20 + feature_9)) + a4 * ((feature_17 * feature_8) / cbrt(feature_18))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.448200197648917; Max AE: 1.93473408847039
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      c0
# all ,  2.445094243569125e-02,  6.002641775810460e-01, -1.496664827873775e+00, -1.216835528168736e-02,  2.419400534634949e-02,  7.392635840817747e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         29|23|sub|21|11|mult|abd; (|(feature_30 - feature_24) - (feature_22 * feature_12)|); $\left(\left|\left(feature_{30} - feature_{24}\right) - \left(feature_{22} feature_{12}\right)\right|\right)$; abs((feature_30 - feature_24) - (feature_22 .* feature_12)); abs((newdata$feature_30 - newdata$feature_24) - (newdata$feature_22 * newdata$feature_12)); feature_30,feature_24,feature_22,feature_12
# 1;  2; Unitless;                                         29|21|div|25|11|add|abd; (|(feature_30 / feature_22) - (feature_26 + feature_12)|); $\left(\left|\left(\frac{ feature_{30} }{ feature_{22} } \right) - \left(feature_{26} + feature_{12}\right)\right|\right)$; abs((feature_30 ./ feature_22) - (feature_26 + feature_12)); abs((newdata$feature_30 / newdata$feature_22) - (newdata$feature_26 + newdata$feature_12)); feature_30,feature_22,feature_26,feature_12
# 2;  2; Unitless;                                         27|1|sub|5|0|mult|sub; ((feature_28 - feature_2) - (feature_6 * feature_1)); $\left(\left(feature_{28} - feature_{2}\right) - \left(feature_{6} feature_{1}\right)\right)$; ((feature_28 - feature_2) - (feature_6 .* feature_1)); ((newdata$feature_28 - newdata$feature_2) - (newdata$feature_6 * newdata$feature_1)); feature_28,feature_2,feature_6,feature_1
# 3;  2; Unitless;                                         29|4|mult|19|8|add|mult; ((feature_30 * feature_5) * (feature_20 + feature_9)); $\left(\left(feature_{30} feature_{5}\right) \left(feature_{20} + feature_{9}\right)\right)$; ((feature_30 .* feature_5) .* (feature_20 + feature_9)); ((newdata$feature_30 * newdata$feature_5) * (newdata$feature_20 + newdata$feature_9)); feature_30,feature_5,feature_20,feature_9
# 4;  2; Unitless;                                         16|7|mult|17|cbrt|div; ((feature_17 * feature_8) / cbrt(feature_18)); $\left(\frac{ \left(feature_{17} feature_{8}\right) }{ \left(\sqrt[3]{ feature_{18} }\right) } \right)$; ((feature_17 .* feature_8) ./ nthroot(feature_18, 3)); ((newdata$feature_17 * newdata$feature_8) / nthroot(newdata$feature_18, 3)); feature_17,feature_8,feature_18
# Number of Samples Per Task
# Task, n_samples               
# all , 1690                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      
1           ,  1.160000000000000e+00,  1.396989754335665e+00,  7.686555571641851e+00,  9.352553976880962e-02, -6.587153599999995e-03,  1.141765591613101e+01,  2.243191799059815e+01
2           ,  1.160000000000000e+00,  1.500922819344591e+00,  4.078847836922055e-01,  5.183360805752057e-02,  0.000000000000000e+00,  0.000000000000000e+00,  2.978308880523504e+01
3           ,  6.000000000000000e-01,  9.980929131898777e-01,  3.120481295243787e+00,  4.038626092032441e-01, -2.248102639999989e-04,  3.935200138127221e+01,  1.730259317803230e+01
4           ,  1.780000000000000e+00,  1.675206086817929e+00,  8.592425660227960e+00,  4.148262952821258e-02, -3.871516380000001e-02,  5.362476555345363e+00,  2.927410930305127e+01
5           ,  0.000000000000000e+00,  1.077965143334952e+00,  3.979645378775359e+00,  1.318571982312274e-01, -7.845927936000001e-02,  4.911576380559158e+01,  2.655522049408210e+01
6           ,  1.900000000000000e+00,  2.009500366141222e+00,  4.178731127952499e+00,  2.316388857533383e-01,  0.000000000000000e+00,  0.000000000000000e+00,  4.253195482981057e+01
7           ,  1.540000000000000e+00,  1.463993108067227e+00,  6.551553393335528e+00,  3.529770640260265e-01, -7.715214204947358e-02,  6.138621214432082e+00,  1.289097873914023e+01
9           ,  1.600000000000000e+00,  1.933972562478380e+00,  2.562241344311133e+00,  3.181172935650223e-02,  0.000000000000000e+00,  0.000000000000000e+00,  4.600165641398534e+01
11          ,  1.160000000000000e+00,  1.333171684549401e+00,  7.789933386179943e+00,  2.173437000690246e-01, -1.276889500000001e-02,  2.216536485121384e+01,  2.164083710882533e+01
12          ,  1.620000000000000e+00,  1.557976052365275e+00,  7.860391318437120e+00,  4.168490776338384e-01, -3.845496159999993e-03,  1.539637769615290e+01,  2.305910455486901e+01
13          ,  2.180000000000000e+00,  1.184926778703890e+00,  8.130315541918471e+00,  2.844707023337660e-01, -1.055975364000000e-02,  3.815767887549165e+01,  2.168402953738526e+01
14          ,  1.140000000000000e+00,  1.262522938348339e+00,  3.314320001876478e+00,  4.791599728786655e-02, -7.711119810000000e-03,  1.818825443424413e+01,  2.576006003002489e+01
15          ,  1.600000000000000e+00,  2.156208723790018e+00,  1.375225256176288e+01,  1.727284337068393e-01, -1.060600032000000e-02,  5.677640031818285e+00,  4.258165654809083e+01
16          ,  1.440000000000000e+00,  1.416765666767718e+00,  2.091042884435716e+00,  8.439913594148751e-02, -6.357060325000003e-03,  1.836382167175298e+01,  3.263847560970567e+01
17          ,  2.620000000000001e+00,  2.748946782523770e+00,  4.659222285141144e+00,  1.980658708051075e-01, -2.743063452000000e-01,  0.000000000000000e+00,  5.647367176389971e+01
18          ,  1.060000000000000e+00,  7.795315574398927e-01,  4.819585561510804e+00,  1.423844220492521e-02, -7.673673600000026e-04,  5.885669303901030e+01,  2.599480277417442e+01
