#sample_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,1.48,0.1399308576822892,0.3113595842815117,694.3362645724327,694.3362645724327,0.3704858089843774,0.7890208016089035,0.0,0.0,-0.3181546067341109,0.8233932007760584,3.041158536585365,3.041158536585365,0.4029850878592119,40.02745496295679,1.5119710849521644,-0.05234950044545901,1.5119710849521644,5.0,2.683779493065284,0.6045733383838828,0.0,0.0203424539079505,-0.027366800760988515,3.04439731545156,0.7526166685686071,13.07,9119.74695211038,9.105,0.5294750868999516,5.186549e-05
1,0.46,1.0842851520199812,1.1131326784122677,2698.16208281142,2698.16208281142,0.8655351520199817,0.3707891345648082,0.03597244727523812,0.03597244727523812,-0.2524024736077142,0.7896144916133044,5.9840425531914905,5.9840425531914905,0.2582089472844728,36.72339329807357,1.0522389047182383,0.3052237764235331,1.0522389047182383,7.0,2.720760719561995,0.0,0.011299173853138014,0.0584302327049509,-0.06347498623553664,3.3355605988690487,0.8235645874524123,45.125,56244.631890922596,9.105,0.2253167666690981,0.005764614
2,1.7599999999999998,1.8549018110001925,0.8004160040591446,1143.0350155737713,1143.0350155737713,0.8028184776668588,-0.2279032237589993,0.054224697996897664,0.054224697996897664,0.7475975263922856,0.7897108365090655,23.4375,23.4375,-0.3656716373802627,37.961658299973024,0.15552169944715133,0.4644187693450906,0.15552169944715133,3.0,3.2833215751095355,0.0,0.009951043638775385,0.0583713721251711,-0.11205549326875698,3.780046757066188,0.8242004335807616,64.00166666669999,33211.96307720623,9.105,0.0223545856996875,5.8204605e-05
3,1.68,0.4042911970633268,1.0779274331406912,1534.8075725143426,1534.8075725143426,1.1438745303966602,-0.7649094219376678,0.0,0.0,0.6840529027440311,0.7896287644669223,22.36111111111111,22.36111111111111,-0.9029850878592118,26.41296004539149,1.9436827748683607,0.0743343012730791,1.9436827748683607,3.0,2.0625543761460454,0.0,0.011287492094392448,0.0570884030560751,-0.10804636815355552,2.772505632723226,0.8636295960504531,21.3533333333,21988.25782800289,7.889999999999999,-0.8442209091498221,0.00018704629000000002
4,1.3000000000000005,1.4862599594133252,1.5526744993336803,686.0687515214693,686.0687515214693,0.8091766260799917,-0.1881056755463993,0.02626699182152751,0.02626699182152751,0.4934978732536884,0.7896714914054881,17.168367346938776,17.168367346938776,-0.1156716373802626,33.19122010602753,0.9624501131461214,0.1035630259709087,0.9624501131461214,4.0,2.1257282064836707,0.0,0.010170387341108596,0.0575539588161377,0.0170773976515432,2.828690983305496,0.823419247848471,11.335,21186.54629252004,9.105,-0.223562151801998,0.00030149485
5,1.2800000000000002,0.9639089978597556,0.6198162017326709,1135.3911819314512,1135.3911819314512,0.3805756645264225,0.2868254192278316,0.012896280598893495,0.012896280598893495,-1.0107594627937515,0.7896831343995087,3.0986937590711183,3.0986937590711183,0.8305970175718425,31.245933570892802,1.2307934430372218,-0.02008246548414,1.2307934430372218,8.0,2.319430350803388,1.8045377349230296,0.0,0.058641803417949015,-0.06114009393020872,2.998620087953149,0.8243501192437859,14.09,7418.397722291383,9.105,0.1224227864562439,0.00014049775
6,1.2400000000000002,1.7037849897843755,0.5991474138976606,3247.4542245545026,3247.4542245545026,0.9746183231177088,0.1745990669185043,0.03035755798809755,0.03035755798809755,0.3745290907799518,0.7896287644669221,6.771978021978023,6.771978021978023,-0.5268656725239474,61.39020440408595,1.0228518835875011,0.2187655152856894,1.0228518835875011,3.0,3.1728467790190558,353.91941968576265,0.0,0.0570884030560751,-0.2116416985978716,3.694606862052405,0.8636295960504528,106.66,41478.19755360788,9.105,0.2801177151888023,3.9910024e-05
7,2.04,2.2646994835561802,2.244883343561704,315.24798890504195,315.24798890504195,0.6917828168895135,-0.7289222772773379,0.06212162924852373,0.06212162924852373,0.8031005266721895,0.8685307635997852,47.3,47.3,0.6716418130986864,21.066293558184245,2.19827631642704,0.6723405346447466,2.19827631642704,5.0,1.9871495718518144,0.0,0.1624517873755759,0.0473113893695869,0.17596749323913444,2.108975477531943,0.7698634981415831,9.49125,31887.889625834614,14.76875,-0.3902443465000741,-1.6940387e-05
8,0.96,0.8946372463028431,1.5028859867100393,435.1562774347128,435.1562774347128,0.5196372463028434,0.3063811632924013,0.0045127420902623715,0.0045127420902623715,0.4832487404071959,0.8282534723887236,19.763313609467453,19.763313609467453,0.4216418130986862,30.86653968681928,0.5226604791467073,-0.0115907099144004,0.5226604791467073,4.0,2.1969555172929445,0.02427546666194904,0.012235263477229284,0.0575679540963081,0.1789811065163192,3.1295624206460446,0.8902691704362562,13.9,19870.37448060189,9.105,0.084329238278192,0.00011264623
9,1.7200000000000002,1.5529891682174244,1.5091861050403004,417.7631112177402,417.7631112177402,1.0425725015507576,-0.864403292469168,0.0,0.0,-0.5333863965104573,0.7896789027960217,8.698224852071005,8.698224852071005,0.6716418130986864,13.94939176985434,0.02381362013138056,0.1751007699464472,0.02381362013138056,5.0,2.9503067779417664,0.5635896563794159,0.0,0.0586295546985878,-0.040819059888010496,3.5202694556439047,0.8243513876578094,10.39,0.0,9.105,-0.943714779681322,-4.8934652999999996e-05
