#sample_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,0.62,0.0,0.0,0.0,0.0,9.105,0.3330252142758275,0.242462933397059,2.1906648032558884,-1.3838278984060857,0.9917910527155273,0.9302481365892221,1.2964202381831365,0.2351293898391369,1532.4232738164317,0.355603994756275,128.32679334218682,-13.561428617484633,118.20173721980036,1.3671875000000002,0.02885694790168283,0.0,29.40016192907785,1382.8396767696331,23745.332383117413,1.5704331567734449,1.1167010086236548,0.12250659526282001,0.7896897375364617,3.7171496246856446,0.3562501125096136
1,1.2,0.0,0.0,0.0,0.0,9.105,0.703170218498597,-0.1138911364807282,1.1838128521699356,-0.9512356508296724,1.1880597076676322,0.5692295188366019,0.8679938680069295,0.1703186948221699,862.1110285251723,2.4664951991264608,0.0,-15.467820434476408,0.0,3.4987893462469732,0.028938234224033632,0.011264774553651732,27.357339314635915,265.80244237180443,18661.494318942165,1.239714850631563,1.1166771743613155,0.1224128263702519,0.7896313028286747,2.979762012587546,0.3147666689722326
2,0.82,0.0,0.0,0.0,0.0,9.105,2.500824989050317,-0.3563494854998055,0.1582655920332421,0.3048349874238016,-0.5268656725239474,0.8978489253665757,0.452683912790377,-0.1067073565845907,1704.9414779167864,0.8412137924778257,305.1809586453648,-3.414711279809549,61.304534725302894,7.083333333333332,0.0,0.0,39.66763690739341,1132.9518466331506,0.0,1.1044029840364544,1.118218340366435,0.1313426680201101,0.7927593244658834,2.9187272727823435,0.3491082615202344
3,0.98,0.0,0.0,0.0,0.0,9.105,0.388861556032747,0.5018777825482562,1.5907637371189929,-0.6338278984060854,0.6716418130986864,0.8303470704523261,1.1965191720462407,0.3196739340303822,321.0164359775048,0.32533158075283586,0.0,-8.206210087610799,0.0,4.78515625,0.00821726286359273,0.0,18.052336846817838,-7119.617351191286,5058.905790908794,1.3881233460943974,1.1129890776391484,0.14829256658778306,0.8300863010110207,3.424049847253728,0.3006797880822418
4,0.98,0.0,0.0,0.0,0.0,14.76875,3.944442624855395,0.2523039361035001,0.9951961869648256,0.4875849179090578,0.8492537428113167,0.3076961869648258,2.0452811048738835,0.5446440234583011,792.8038618830998,0.8962156047962648,0.20514153744157312,-9.5846086245483,118.88750425049744,11.485587583148561,0.01816719914873861,0.16478509615253892,35.62548631798315,1358.6538347699482,52246.39338623353,1.1220426023379493,1.0852331675507023,0.2128625841342157,0.8143102911758613,3.371894985285562,0.1336709017220279
5,0.84,0.0,0.0,0.0,0.0,9.105,0.21196186931523492,0.3504469281429207,0.9165417258518423,-0.0085519533156099,0.6529850878592118,0.0936250591851753,1.0850731058695655,-0.0394854026188993,449.77852664358636,2.344987281094564,0.2321869304730941,-3.9436055105669774,43.400428927159396,8.484848484848483,0.020744922409792654,0.011640916221543715,32.802730830279515,582.6367698105619,15306.900402750012,0.5321024439298316,1.0932934225769764,0.1802500525495149,0.806471919673058,2.9309589662180486,0.1415774031771272
6,0.64,0.0,0.0,0.0,0.0,9.105,0.2962559523410086,-0.1504250181961713,1.2049797252833117,-0.0003526470384158,0.3305970175718424,0.7362297252833119,1.7358770782448958,0.1567426928823922,686.4226708604298,0.2642897507561397,0.0,-9.84854206620158,0.0,7.494456762749445,0.013887702178504841,0.012574778898303824,42.02885337714135,616.9995347873897,44816.91572371535,1.2671979423936206,1.09105115144772,0.214843754968923,0.8160430580880907,3.8830624103781592,0.0746831555951148
7,0.82,0.0,0.0,0.0,0.0,14.76875,3.934831608479469,0.3681361932638918,0.5652031376144888,0.5612998329493839,0.6529850878592118,0.0910468623855113,1.4702529705638727,0.5126269486343698,441.0246479754367,0.5862628656925941,0.3966727888248788,-2.509638696670149,392.7137563191149,13.571428571428573,0.011811557823367696,0.11731830472549458,32.03840647152738,904.9827202900087,41999.09763820336,0.6600677123597398,1.1064379526297417,0.152127106577996,0.8007103492362716,2.886695180930543,0.2312057318040841
8,1.7,0.0,0.0,0.0,0.0,9.105,1.6678234808325734,0.1309103711789785,2.2918320445967275,-1.1603179608981231,1.1880597076676322,1.7918320445967273,1.8815140836986042,0.6545660885520307,1780.4719200892187,0.4748180728894011,0.0,-15.683595961456357,0.0,3.4795321637426904,0.056412043326840876,0.01523565021142735,22.67125233681828,4182.51125692256,42359.874031163774,1.6489688889629253,1.116696379198349,0.1224086285482898,0.7896976642580502,4.3440456143593815,0.3829546696556457
9,2.16,0.0,0.0,0.0,0.0,14.76875,8.307432968948138,-0.864403292469168,2.77323880757786,-0.0759597057391966,0.6507462571886833,1.2003221409111922,1.8743624351719947,1.0634426023482764,4286.611605515129,3.4132725860650663,0.0,-9.942619600122683,0.0,10.339506172839505,0.17115857055494016,0.07708257135301201,45.9034149696315,436.6149839938949,126168.0851124628,0.10921624634278038,1.1166715772118423,0.1224077499274829,0.7896060446047712,4.366958988068201,0.3843075346377139
