# c0 + a0 * ((feature_27 * feature_4) * (feature_10 - feature_9))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.583027598333138; Max AE: 2.45583612855531
# Coefficients
# Task   a0                      c0
# all ,  1.099205762575556e-01,  1.422230346812430e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         26|3|mult|9|8|sub|mult; ((feature_27 * feature_4) * (feature_10 - feature_9)); $\left(\left(feature_{27} feature_{4}\right) \left(feature_{10} - feature_{9}\right)\right)$; ((feature_27 .* feature_4) .* (feature_10 - feature_9)); ((newdata$feature_27 * newdata$feature_4) * (newdata$feature_10 - newdata$feature_9)); feature_27,feature_4,feature_10,feature_9
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
0           ,  1.240000000000000e+00,  1.399956242210608e+00, -2.026381716707018e-01
1           ,  1.080000000000000e+00,  1.418427016588728e+00, -3.460071219778194e-02
2           ,  1.680000000000000e+00,  1.570903008274396e+00,  1.352546234051849e+00
3           ,  6.000000000000000e-01,  1.507361257840374e+00,  7.744765714152880e-01
4           ,  6.200000000000000e-01,  1.234816753330345e+00, -1.704991002257439e+00
6           ,  6.000000000000000e-01,  1.379972038888923e+00, -3.844440173283876e-01
8           ,  1.240000000000000e+00,  8.645071803093365e-01, -5.073874114308573e+00
9           ,  1.540000000000000e+00,  1.400746620207581e+00, -1.954477254059312e-01
12          ,  5.400000000000000e-01,  1.721773787822810e+00,  2.725089798551624e+00
13          ,  4.799999999999998e-01,  1.298177995902150e+00, -1.128563505886394e+00
15          ,  1.600000000000000e+00,  1.342583863610408e+00, -7.245821111363304e-01
16          ,  1.420000000000000e+00,  1.666804816301208e+00,  2.225010801578356e+00
17          ,  1.140000000000000e+00,  1.367414861335699e+00, -4.986826610906034e-01
18          ,  1.920000000000000e+00,  1.568853709338232e+00,  1.333902782516790e+00
19          ,  9.000000000000001e-01,  1.524678933207926e+00,  9.320237382621464e-01
21          ,  6.400000000000000e-01,  1.407486683650409e+00, -1.341301480031769e-01
22          ,  1.520000000000000e+00,  1.532572065303475e+00,  1.003831332111136e+00
23          ,  3.960000000000000e+00,  2.812619708064330e+00,  1.264903631867859e+01
24          ,  1.660000000000000e+00,  1.774642142955597e+00,  3.206058484604634e+00
25          ,  1.540000000000000e+00,  1.175004629500608e+00, -2.249130469736119e+00
26          ,  3.660000000000000e+00,  2.131602379341059e+00,  6.453496303244399e+00
27          ,  9.600000000000000e-01,  1.308638385889211e+00, -1.033400340415434e+00
28          ,  8.200000000000000e-01,  1.287785973789565e+00, -1.223104696138482e+00
29          ,  1.340000000000000e+00,  1.643076441040379e+00,  2.009142434902123e+00
30          ,  1.640000000000000e+00,  2.240446997676600e+00,  7.443707799957322e+00
31          ,  1.720000000000000e+00,  1.280576809788002e+00, -1.288689905450626e+00
32          ,  8.200000000000000e-01,  1.398517938786755e+00, -2.157231051092202e-01
33          ,  9.000000000000001e-01,  1.347097994023986e+00, -6.835149100055721e-01
34          ,  1.620000000000000e+00,  1.378500848124776e+00, -3.978281426144495e-01
35          ,  1.440000000000000e+00,  1.262608503009854e+00, -1.452156177097946e+00
36          ,  1.780000000000000e+00,  1.426929492411472e+00,  4.275037266936883e-02
37          ,  4.200000000000001e-01,  7.877797828287744e-01, -5.771899907957814e+00
38          ,  3.500000000000000e+00,  3.042912317299329e+00,  1.474411821394995e+01
39          ,  3.840000000000000e+00,  3.187266098388042e+00,  1.605737352977431e+01
40          ,  2.860000000000000e+00,  2.192688309709544e+00,  7.009224197404582e+00
41          ,  1.500000000000000e+00,  1.442434603383804e+00,  1.838077752070121e-01
42          ,  3.060000000000000e+00,  1.641103853422402e+00,  1.991196862879692e+00
43          ,  1.900000000000000e+00,  1.430599787115282e+00,  7.614079718106152e-02
44          ,  1.660000000000000e+00,  1.424742172250356e+00,  2.285127610722401e-02
45          ,  8.400000000000000e-01,  1.484009522463578e+00,  5.620346777148715e-01
46          ,  8.400000000000000e-01,  1.231690791718628e+00, -1.733429368559234e+00
47          ,  1.300000000000000e+00,  9.966854535397101e-01, -3.871385210678140e+00
49          ,  1.160000000000000e+00,  1.747442725987878e+00,  2.958612393128665e+00
50          ,  2.280000000000000e+00,  1.596736077099635e+00,  1.587562003662721e+00
51          ,  1.100000000000000e+00,  1.448941216059044e+00,  2.430015394390627e-01
52          ,  1.460000000000000e+00,  1.888027638120086e+00,  4.237580507367830e+00
53          ,  8.800000000000001e-01,  1.253565675985439e+00, -1.534423095015364e+00
54          ,  1.520000000000000e+00,  1.690830195355620e+00,  2.443581153667099e+00
55          ,  2.600000000000001e+00,  1.467146214529533e+00,  4.086211084980188e-01
